Table 1.10 Civilians Ages Under 5 Years Living in the Community for the United States and States, by Disability Status: 2021
State,Total,"Disability: Count","Disability: % [1]","No Disability: Count","No Disability: % [2]"
State,Total,"Poverty: Count","Poverty: % [1]"
US,8086147,1823969,22.6
AL,152903,35482,23.2
AK,17333,4162,24.0
AZ,180033,33294,18.5
AR,106351,29247,27.5
CA,851920,170867,20.1
CO,122784,21293,17.3
CT,78822,16286,20.7
DE,26133,4937,18.9
DC,13812,3870,28.0
FL,560304,117083,20.9
GA,278422,62262,22.4
HI,26257,3362,12.8
ID,51278,9012,17.6
IL,266069,62359,23.4
IN,167290,38548,23.0
IA,62009,13958,22.5
KS,66628,16205,24.3
KY,164556,47938,29.1
LA,169253,49640,29.3
ME,27817,7457,26.8
MD,118299,23249,19.7
MA,140372,28344,20.2
MI,222080,49377,22.2
MN,94546,20029,21.2
MS,125866,35732,28.4
MO,164246,38857,23.7
MT,27513,5249,19.1
NE,47541,9840,20.7
NV,87917,20924,23.8
NH,27428,4764,17.4
NJ,187546,38741,20.7
NM,65600,18175,27.7
NY,412122,109147,26.5
NC,272365,61628,22.6
ND,21181,4781,22.6
OH,288275,64794,22.5
OK,154835,38613,24.9
OR,105807,22573,21.3
PA,315443,77255,24.5
RI,25882,5430,21.0
SC,145896,33736,23.1
SD,18220,4962,27.2
TN,213375,51381,24.1
TX,790067,178338,22.6
UT,61251,13855,22.6
VT,13221,3109,23.5
VA,200609,39080,19.5
WA,165503,33704,20.4
WV,59409,15606,26.3
WI,108157,22441,20.7
WY,15601,2993,19.2

Table 6.22 Poverty - Civilians Living in the Community for the United States and States - Cognitive Disability: 2021
State,Total,"Poverty: Count","Poverty: % [1]"
US,16599667,4333225,26.1
AL,303033,80126,26.4
AK,39606,9771,24.7
AZ,369923,83834,22.7
AR,206428,58581,28.4
CA,1712140,403822,23.6
CO,254558,47773,18.8
CT,166693,43968,26.4
DE,46976,10059,21.4
DC,30292,10482,34.6
FL,1076234,257030,23.9
GA,546355,129977,23.8
HI,66027,17085,25.9
ID,106890,21762,20.4
IL,549698,142582,25.9
IN,353085,92135,26.1
IA,149823,47517,31.7
KS,158696,46574,29.3
KY,310223,106879,34.5
LA,287217,90347,31.5
ME,89492,33734,37.7
MD,258281,64250,24.9
MA,330417,89978,27.2
MI,559323,155741,27.8
MN,297295,66327,22.3
MS,206183,63403,30.8
MO,343318,90693,26.4
MT,59594,16360,27.5
NE,93400,21146,22.6
NV,147340,38950,26.4
NH,65789,12820,19.5
NJ,339110,70061,20.7
NM,131267,40079,30.5
NY,915086,276387,30.2
NC,542557,135588,25.0
ND,29973,7212,24.1
OH,674455,190880,28.3
OK,251841,70266,27.9
OR,278753,80749,29.0
PA,706857,206752,29.2
RI,62031,16186,26.1
SC,265152,66449,25.1
SD,39187,13218,33.7
TN,406639,115194,28.3
TX,1344974,326905,24.3
UT,155866,34061,21.9
VT,34335,10297,30.0
VA,393213,91875,23.4
WA,419649,101866,24.3
WV,128927,38230,29.7
WI,269201,80500,29.9
WY,26265,6764,25.8

Table 6.23 Poverty - Civilians Living in the Community for the United States and States - Ambulatory Disability: 2021
State,Total,"Poverty: Count","Poverty: % [1]"
US,20448062,4410877,21.6
AL,433949,100404,23.1
AK,37497,8253,22.0
AZ,453010,87118,19.2
AR,259230,63386,24.5
CA,2099892,416428,19.8
CO,261633,42807,16.4
CT,197903,42004,21.2
DE,63757,9506,14.9
DC,41130,13941,33.9
FL,1481110,291046,19.7
GA,674615,135744,20.1
HI,83894,15446,18.4
ID,109517,18906,17.3
IL,739147,159018,21.5
IN,441531,90711,20.5
IA,175521,39516,22.5
KS,171378,36349,21.2
KY,404136,110315,27.3
LA,358951,96113,26.8
ME,92603,23863,25.8
MD,328989,66876,20.3
MA,362258,82648,22.8
MI,672683,148383,22.1
MN,260132,50195,19.3
MS,277244,72526,26.2
MO,423878,97667,23.0
MT,69887,11511,16.5
NE,109030,21754,20.0
NV,202209,43518,21.5
NH,66978,10559,15.8
NJ,480831,88990,18.5
NM,162446,45610,28.1
NY,1202021,299607,24.9
NC,706606,153147,21.7
ND,37402,8337,22.3
OH,784960,179765,22.9
OK,328345,72433,22.1
OR,278294,57057,20.5
PA,832427,182138,21.9
RI,66451,12313,18.5
SC,371492,85405,23.0
SD,49754,12666,25.5
TN,521845,124292,23.8
TX,1668948,351493,21.1
UT,130302,22384,17.2
VT,35880,9132,25.5
VA,500099,96149,19.2
WA,433107,87567,20.2
WV,172888,45338,26.2
WI,297736,63761,21.4
WY,32536,6782,20.8

Table 6.24 Poverty - Civilians Living in the Community for the United States and States - Self-Care Disability: 2021
State,Total,"Poverty: Count","Poverty: % [1]"
US,7834854,1890387,24.1
AL,136419,31104,22.8
AK,13508,3390,25.1
AZ,161027,30467,18.9
AR,94650,26726,28.2
CA,972305,218657,22.5
CO,94972,16069,16.9
CT,80190,20105,25.1
DE,25609,5506,21.5
DC,13354,4859,36.4
FL,544644,120461,22.1
GA,245530,54359,22.1
HI,33317,5303,15.9
ID,44922,9261,20.6
IL,280612,66123,23.6
IN,156480,36417,23.3
IA,62640,16853,26.9
KS,62610,14757,23.6
KY,148686,41850,28.1
LA,139532,38940,27.9
ME,31491,9592,30.5
MD,117631,27483,23.4
MA,153052,37299,24.4
MI,246506,63288,25.7
MN,117460,26471,22.5
MS,92448,27238,29.5
MO,149152,42982,28.8
MT,24736,5962,24.1
NE,36902,9171,24.9
NV,75975,19503,25.7
NH,24079,4507,18.7
NJ,199915,44269,22.1
NM,64872,18813,29.0
NY,504153,140306,27.8
NC,253636,56326,22.2
ND,11369,2184,19.2
OH,278148,67364,24.2
OK,101921,25439,25.0
OR,117549,29278,24.9
PA,299947,73625,24.5
RI,26742,6327,23.7
SC,136974,31721,23.2
SD,16426,4795,29.2
TN,184867,47130,25.5
TX,633740,157923,24.9
UT,47294,8761,18.5
VT,13723,3718,27.1
VA,197955,40554,20.5
WA,167576,40988,24.5
WV,67876,23333,34.4
WI,119704,29886,25.0
WY,10028,2944,29.4

Table 6.25 Poverty - Civilians Living in the Community for the United States and States - Independent Living Disability: 2021
State,Total,"Poverty: Count","Poverty: % [1]"
US,15145689,3552355,23.5
AL,282975,65235,23.1
AK,28946,7337,25.3
AZ,314644,61400,19.5
AR,181562,48361,26.6
CA,1748365,382386,21.9
CO,203871,37112,18.2
CT,157234,39607,25.2
DE,44988,7762,17.3
DC,23100,7856,34.0
FL,1011720,215741,21.3
GA,478422,101953,21.3
HI,67642,11326,16.7
ID,80613,17516,21.7
IL,552951,121715,22.0
IN,313845,70396,22.4
IA,132829,33358,25.1
KS,132766,32443,24.4
KY,286201,85883,30.0
LA,248856,72147,29.0
ME,79961,25118,31.4
MD,235056,50591,21.5
MA,301867,74075,24.5
MI,515106,124118,24.1
MN,241184,53337,22.1
MS,180910,51484,28.5
MO,298329,70076,23.5
MT,49421,12369,25.0
NE,73463,14100,19.2
NV,134078,32046,23.9
NH,57260,11972,20.9
NJ,370795,77060,20.8
NM,122127,35887,29.4
NY,974518,267856,27.5
NC,483601,113696,23.5
ND,22289,6175,27.7
OH,556566,133747,24.0
OK,219042,52603,24.0
OR,230735,55933,24.2
PA,631164,158307,25.1
RI,55598,12130,21.8
SC,251665,60021,23.8
SD,30477,9961,32.7
TN,360872,86474,24.0
TX,1158453,261527,22.6
UT,110445,21660,19.6
VT,30712,8270,26.9
VA,358026,70678,19.7
WA,344150,80878,23.5
WV,119054,34478,29.0
WI,233597,60487,25.9
WY,23638,5707,24.1

Table 6.26 Poverty Gap - Non-Hispanic White Civilians with and without Disabilities Living in the Community for the United States and States: 2021
State,"Poverty Rate (%): Disability","Poverty Rate (%): No Disability","Gap (% pts) [1]"
US,17.6,9.5,8.5
AL,18.7,11.6,7.4
AK,16.0,7.1,8.9
AZ,15.0,8.9,6.1
AR,21.1,13.4,7.6
CA,16.6,8.7,8.3
CO,13.5,7.7,6.3
CT,15.4,7.2,7.8
DE,11.9,7.9,4.1
DC,22.4,9.3,12.7
FL,15.0,9.9,5.1
GA,15.5,9.9,5.1
HI,19.7,12.0,8.0
ID,15.9,10.0,6.0
IL,17.4,8.4,8.6
IN,18.0,10.4,7.6
IA,19.8,9.8,10.2
KS,17.9,9.7,8.3
KY,26.3,14.4,11.6
LA,20.0,11.6,8.4
ME,25.0,10.7,14.3
MD,14.4,6.5,7.5
MA,17.6,8.6,9.4
MI,18.7,10.5,8.5
MN,16.4,7.3,8.7
MS,19.2,10.8,8.2
MO,19.3,10.6,8.4
MT,17.0,10.0,7.0
NE,16.0,8.5,7.5
NV,18.6,10.4,8.6
NH,15.2,7.7,7.3
NJ,13.3,6.7,6.3
NM,19.8,13.3,6.7
NY,18.0,9.9,8.1
NC,16.8,9.7,7.3
ND,18.5,8.9,10.1
OH,19.6,10.4,9.6
OK,20.0,12.6,7.4
OR,20.5,10.7,9.3
PA,17.9,9.3,8.7
RI,15.3,9.5,5.5
SC,16.4,10.5,5.5
SD,18.2,8.1,9.9
TN,20.5,10.9,10.1
TX,14.5,8.4,5.6
UT,16.0,7.0,9.0
VT,24.5,10.8,14.2
VA,15.7,8.1,7.9
WA,17.2,7.8,9.2
WV,24.8,15.4,9.6
WI,18.9,8.6,10.4
WY,16.8,10.5,6.5

Table 6.27 Poverty Gap - Non-Hispanic Black Civilians with and without Disabilities Living in the Community for the United States and States: 2021
State,"Poverty Rate (%): Disability","Poverty Rate (%): No Disability","Gap (% pts) [1]"
US,30.6,21.7,9.3
AL,30.6,25.2,5.8
AK,37.4,22.7,14.3
AZ,22.0,18.4,3.6
AR,32.9,27.6,5.4
CA,29.0,19.1,9.9
CO,27.2,18.5,8.5
CT,28.3,15.0,13.0
DE,17.3,19.5,-2.5
DC,32.0,29.3,2.7
FL,29.3,19.9,9.1
GA,27.6,20.3,7.7
HI,37.9,25.8,12.2
ID,37.7,35.4,2.6
IL,32.3,24.3,7.7
IN,30.7,20.4,10.6
IA,46.3,32.0,14.0
KS,46.0,26.2,19.8
KY,31.9,25.3,6.7
LA,37.2,32.4,4.6
ME,25.3,37.9,-12.9
MD,25.6,14.0,12.0
MA,27.8,15.9,12.1
MI,32.8,25.9,7.1
MN,33.8,15.4,18.6
MS,38.6,31.1,7.9
MO,32.4,22.8,9.2
MT,14.5,18.9,-3.9
NE,33.6,22.9,11.1
NV,32.5,25.4,7.6
NH,*,5.3,*
NJ,26.0,15.7,10.3
NM,33.3,26.5,6.5
NY,31.5,19.9,11.1
NC,27.4,21.8,5.2
ND,10.0,14.3,-4.3
OH,35.4,27.6,7.4
OK,28.5,28.7,0.3
OR,21.9,20.9,1.1
PA,36.5,23.3,13.7
RI,37.2,26.0,11.0
SC,32.4,24.5,7.5
SD,28.9,10.2,18.8
TN,33.0,21.7,11.3
TX,27.2,19.4,7.6
UT,29.8,21.2,8.8
VT,2.0,27.6,-25.6
VA,27.6,17.3,10.7
WA,24.2,20.5,3.5
WV,47.6,30.9,17.1
WI,40.3,27.3,12.7
WY,*,47.5,*

Table 6.28 Poverty Gap - Non-Hispanic Asian Civilians with and without Disabilities Living in the Community for the United States and States: 2021
State,"Poverty Rate (%): Disability","Poverty Rate (%): No Disability","Gap (% pts) [1]"
US,17.5,10.8,7.2
AL,23.7,11.2,12.8
AK,28.5,4.8,23.2
AZ,17.9,11.3,6.7
AR,10.8,10.2,0.8
CA,17.4,10.1,6.9
CO,10.4,9.5,0.5
CT,13.5,10.8,2.2
DE,8.7,7.6,1.4
DC,60.0,20.2,39.8
FL,16.3,9.9,6.1
GA,17.7,11.3,6.7
HI,11.4,7.4,3.6
ID,58.1,12.5,45.5
IL,19.9,10.9,9.1
IN,21.6,21.0,1.0
IA,15.4,16.1,-1.1
KS,25.5,10.3,14.7
KY,16.6,10.4,6.6
LA,18.7,18.4,0.6
ME,37.7,30.1,7.9
MD,15.2,9.2,5.8
MA,25.3,13.7,11.3
MI,11.6,10.9,1.1
MN,21.3,13.0,8.0
MS,6.6,13.7,-6.7
MO,19.6,13.1,6.9
MT,*,32.0,*
NE,10.8,13.0,-2.0
NV,16.2,11.7,4.3
NH,15.4,10.7,4.3
NJ,10.8,6.1,4.9
NM,17.9,9.4,8.6
NY,24.4,15.9,8.1
NC,11.3,9.3,1.7
ND,27.8,10.3,17.7
OH,21.8,11.5,10.5
OK,16.8,15.7,1.3
OR,17.3,11.7,5.3
PA,17.6,13.9,4.1
RI,27.3,19.2,7.8
SC,14.9,17.0,-2.0
SD,3.7,16.8,-12.8
TN,20.6,10.8,10.2
TX,14.6,8.6,6.4
UT,14.7,5.7,9.3
VT,100.0,14.9,85.1
VA,11.4,8.3,2.7
WA,20.4,8.9,11.1
WV,18.0,16.5,1.5
WI,13.6,13.4,0.6
WY,*,30.6,*

Table 6.29 Poverty Gap - Non-Hispanic Other Civilians with and without Disabilities Living in the Community for the United States and States: 2021
State,"Poverty Rate (%): Disability","Poverty Rate (%): No Disability","Gap (% pts) [1]"
US,25.9,15.2,10.8
AL,25.8,17.6,8.4
AK,27.2,17.1,9.9
AZ,29.4,20.4,8.6
AR,25.7,15.3,10.7
CA,23.4,12.8,10.2
CO,17.9,11.9,6.1
CT,21.1,11.7,9.3
DE,33.6,16.7,17.3
DC,43.2,16.4,26.6
FL,24.5,13.7,11.3
GA,20.6,16.0,5.0
HI,24.2,14.7,9.3
ID,17.3,16.0,1.0
IL,26.2,14.1,11.9
IN,25.7,17.0,9.0
IA,25.9,16.4,9.6
KS,27.6,17.1,10.9
KY,33.0,19.1,13.9
LA,40.9,23.3,17.7
ME,34.1,11.5,22.5
MD,26.5,11.1,15.9
MA,27.1,12.1,14.9
MI,25.9,14.8,11.2
MN,22.1,14.6,7.4
MS,29.1,24.6,4.4
MO,31.5,15.1,15.9
MT,31.3,22.9,8.1
NE,30.0,19.4,10.6
NV,28.9,13.9,15.1
NH,12.6,8.8,4.2
NJ,20.0,9.3,10.7
NM,34.9,24.1,10.9
NY,27.8,15.8,12.2
NC,27.0,16.9,10.1
ND,30.8,18.6,12.4
OH,28.7,18.7,10.3
OK,27.8,16.6,11.4
OR,22.6,14.9,8.1
PA,28.6,16.9,12.1
RI,26.7,15.8,11.2
SC,29.5,20.3,9.7
SD,45.9,41.6,4.4
TN,24.2,17.9,6.1
TX,19.8,12.9,7.1
UT,26.1,11.0,15.0
VT,29.6,19.4,10.6
VA,19.7,11.1,8.9
WA,22.2,10.8,11.2
WV,34.4,24.9,9.1
WI,26.6,14.8,12.2
WY,28.1,15.1,12.9

Table 6.30 Poverty Gap - Hispanic Civilians with and without Disabilities Living in the Community for the United States and States: 2021
State,"Poverty Rate (%): Disability","Poverty Rate (%): No Disability","Gap (% pts) [1]"
US,25.0,17.8,7.2
AL,27.1,25.2,1.8
AK,24.4,14.0,10.0
AZ,22.6,17.3,5.7
AR,25.5,22.5,3.5
CA,20.5,15.6,4.4
CO,18.9,15.5,3.5
CT,31.6,19.3,12.7
DE,31.9,19.8,12.2
DC,24.6,12.2,12.8
FL,24.6,15.4,9.6
GA,21.3,20.8,0.2
HI,27.6,14.0,14.0
ID,17.7,14.4,3.6
IL,19.4,14.7,4.3
IN,26.2,19.4,6.6
IA,39.6,16.8,23.2
KS,32.6,17.3,15.7
KY,30.2,27.0,3.0
LA,22.5,22.3,0.7
ME,13.2,10.9,2.1
MD,20.1,16.8,3.2
MA,37.7,23.3,14.7
MI,22.9,19.5,3.5
MN,20.7,13.3,7.7
MS,21.4,26.2,-5.2
MO,26.8,17.8,9.2
MT,7.7,17.8,-9.8
NE,25.8,16.4,9.6
NV,20.6,16.0,5.0
NH,27.1,13.0,14.0
NJ,26.4,18.6,7.4
NM,28.4,20.3,7.7
NY,35.5,20.3,15.7
NC,26.7,24.3,2.7
ND,5.3,20.1,-15.1
OH,31.3,21.3,9.7
OK,22.2,21.3,0.7
OR,28.1,16.1,11.9
PA,35.4,23.1,11.9
RI,31.1,23.0,8.0
SC,24.2,22.2,1.8
SD,38.0,22.0,16.0
TN,25.2,20.9,4.1
TX,25.6,19.7,6.3
UT,18.8,13.0,6.0
VT,71.2,17.4,53.6
VA,18.1,16.0,2.0
WA,22.6,17.4,5.6
WV,8.0,25.5,-17.5
WI,35.2,18.4,16.6
WY,20.2,14.0,6.0

Table 6.31 Poverty Gap - Male Civilians with and without Disabilities Living in the Community for the United States and States: 2021
State,"Poverty Rate (%): Disability","Poverty Rate (%): No Disability","Gap (% pts) [1]"
US,18.9,11.8,7.2
AL,19.6,14.1,5.9
AK,19.8,11.1,8.9
AZ,17.5,12.2,5.8
AR,20.6,14.9,6.1
CA,17.9,11.4,6.6
CO,13.8,9.3,4.7
CT,17.9,9.7,8.3
DE,13.7,9.9,4.1
DC,24.3,16.8,7.2
FL,17.2,12.0,5.0
GA,18.2,13.3,4.7
HI,20.2,11.0,9.0
ID,14.5,10.2,4.8
IL,19.8,11.0,9.0
IN,16.7,11.6,5.4
IA,18.6,10.8,8.2
KS,20.0,10.7,9.3
KY,23.1,14.6,8.4
LA,24.0,17.5,6.5
ME,24.4,10.3,13.7
MD,17.0,9.6,7.4
MA,19.0,10.2,8.8
MI,18.5,12.3,6.7
MN,15.8,8.2,7.8
MS,21.9,17.8,4.2
MO,19.5,11.6,7.4
MT,16.4,11.8,4.2
NE,15.0,10.5,4.5
NV,20.3,13.0,7.0
NH,13.3,6.6,6.4
NJ,15.6,9.2,6.8
NM,24.9,17.1,7.9
NY,22.8,13.1,9.9
NC,18.3,13.0,5.0
ND,15.6,10.0,6.0
OH,21.0,11.9,9.1
OK,20.9,14.4,6.6
OR,20.2,11.5,8.5
PA,20.1,11.0,9.0
RI,17.5,11.6,5.4
SC,19.5,14.3,5.7
SD,21.4,11.9,9.1
TN,20.4,12.3,7.7
TX,18.3,13.2,4.8
UT,14.5,7.5,7.5
VT,23.0,10.5,12.5
VA,16.2,9.9,6.1
WA,16.8,9.2,7.8
WV,21.6,14.8,7.2
WI,20.4,10.0,10.0
WY,14.1,11.0,3.0

Table 6.32 Poverty Gap - Female Civilians with and without Disabilities Living in the Community for the United States and States: 2021
State,"Poverty Rate (%): Disability","Poverty Rate (%): No Disability","Gap (% pts) [1]"
US,22.7,14.0,9.0
AL,25.1,17.7,7.3
AK,22.2,9.4,12.6
AZ,19.4,14.1,4.9
AR,25.9,17.8,8.2
CA,20.5,13.5,7.5
CO,16.9,11.0,6.0
CT,21.6,11.2,10.8
DE,17.8,14.1,3.9
DC,35.9,19.7,16.3
FL,21.3,14.1,6.9
GA,21.6,15.7,6.3
HI,17.5,12.0,6.0
ID,18.8,12.2,6.8
IL,21.3,13.0,8.0
IN,23.1,13.6,9.4
IA,25.1,12.2,12.8
KS,23.3,13.2,9.8
KY,30.9,17.1,13.9
LA,29.1,20.9,8.1
ME,26.4,12.5,13.5
MD,20.9,10.9,10.1
MA,24.1,12.8,11.2
MI,24.0,14.1,9.9
MN,21.1,9.6,11.4
MS,30.4,20.7,9.3
MO,23.8,13.5,10.5
MT,20.3,12.0,8.0
NE,21.1,11.1,9.9
NV,21.4,14.7,6.3
NH,17.4,9.4,7.6
NJ,19.5,11.6,8.4
NM,26.3,19.4,6.6
NY,25.5,15.1,9.9
NC,22.0,15.0,7.0
ND,23.3,10.7,12.3
OH,23.9,14.7,9.3
OK,23.0,16.6,6.4
OR,22.5,12.7,9.3
PA,24.0,13.4,10.6
RI,22.3,14.9,7.1
SC,23.3,16.2,6.8
SD,24.2,14.1,9.9
TN,24.6,14.8,10.2
TX,22.0,15.7,6.3
UT,19.3,9.1,9.9
VT,27.6,12.7,15.3
VA,20.3,11.5,8.5
WA,20.3,10.8,9.2
WV,29.7,18.0,12.0
WI,22.8,11.8,11.2
WY,21.0,12.5,8.5

Table 8.7 Non-Hispanic White Civilian Veterans Living in the Community for the United States and States, by Disability Status: 2021
State,Total,"Disability: Count","Disability: % [1]","No Disability: Count","No Disability: % [2]"
US,11909575,3664110,30.8,8245465,69.2
AL,214574,71300,33.2,143274,66.8
AK,41326,11082,26.8,30244,73.2
AZ,332219,100956,30.4,231263,69.6
AR,139740,51460,36.8,88280,63.2
CA,769982,243641,31.6,526341,68.4
CO,254525,72124,28.3,182401,71.7
CT,117053,34519,29.5,82534,70.5
DE,40665,14677,36.1,25988,63.9
DC,6964,1489,21.4,5475,78.6
FL,985637,322064,32.7,663573,67.3
GA,338116,100672,29.8,237444,70.2
HI,29246,7898,27.0,21348,73.0
ID,108817,36244,33.3,72573,66.7
IL,367186,111227,30.3,255959,69.7
IN,284172,93094,32.8,191078,67.2
IA,149146,43309,29.0,105837,71.0
KS,119732,36913,30.8,82819,69.2
KY,200001,74830,37.4,125171,62.6
LA,145559,48264,33.2,97295,66.8
ME,83669,22926,27.4,60743,72.6
MD,189702,46414,24.5,143288,75.5
MA,202433,64248,31.7,138185,68.3
MI,391806,118993,30.4,272813,69.6
MN,236591,66118,27.9,170473,72.1
MS,98918,35647,36.0,63271,64.0
MO,289844,95054,32.8,194790,67.2
MT,71449,23545,33.0,47904,67.0
NE,90228,27077,30.0,63151,70.0
NV,126891,44244,34.9,82647,65.1
NH,83127,21266,25.6,61861,74.4
NJ,192863,56748,29.4,136115,70.6
NM,72862,21505,29.5,51357,70.5
NY,441817,128342,29.0,313475,71.0
NC,427476,130408,30.5,297068,69.5
ND,33282,9821,29.5,23461,70.5
OH,510273,153027,30.0,357246,70.0
OK,180708,66118,36.6,114590,63.4
OR,221476,78339,35.4,143137,64.6
PA,535019,150365,28.1,384654,71.9
RI,39789,13401,33.7,26388,66.3
SC,236166,69492,29.4,166674,70.6
SD,52274,15963,30.5,36311,69.5
TN,303238,104284,34.4,198954,65.6
TX,818441,247338,30.2,571103,69.8
UT,97120,27772,28.6,69348,71.4
VT,24663,6751,27.4,17912,72.6
VA,418671,100262,23.9,318409,76.1
WA,383919,122903,32.0,261016,68.0
WV,99507,36117,36.3,63390,63.7
WI,274905,70884,25.8,204021,74.2
WY,35788,12975,36.3,22813,63.7

Table 8.8 Non-Hispanic Black Civilian Veterans Living in the Community for the United States and States, by Disability Status: 2021
State,Total,"Disability: Count","Disability: % [1]","No Disability: Count","No Disability: % [2]"
US,1971806,551896,28.0,1419910,72.0
AL,76292,24481,32.1,51811,67.9
AK,2668,1519,56.9,1149,43.1
AZ,19996,5025,25.1,14971,74.9
AR,18488,6414,34.7,12074,65.3
CA,120821,35816,29.6,85005,70.4
CO,18896,4548,24.1,14348,75.9
CT,10436,2568,24.6,7868,75.4
DE,11029,2330,21.1,8699,78.9
DC,9299,3369,36.2,5930,63.8
FL,154478,41353,26.8,113125,73.2
GA,189923,59465,31.3,130458,68.7
HI,4463,1194,26.8,3269,73.2
ID,1216,*,*,1216,100.0
IL,63486,16387,25.8,47099,74.2
IN,21643,6834,31.6,14809,68.4
IA,2256,235,10.4,2021,89.6
KS,7915,3451,43.6,4464,56.4
KY,15739,5295,33.6,10444,66.4
LA,61103,18885,30.9,42218,69.1
ME,662,455,68.7,207,31.3
MD,105320,25473,24.2,79847,75.8
MA,8776,2738,31.2,6038,68.8
MI,43197,12751,29.5,30446,70.5
MN,4016,1089,27.1,2927,72.9
MS,45948,11831,25.7,34117,74.3
MO,33061,10458,31.6,22603,68.4
MT,233,*,*,233,100.0
NE,4070,875,21.5,3195,78.5
NV,18574,4540,24.4,14034,75.6
NH,329,50,15.2,279,84.8
NJ,39251,11391,29.0,27860,71.0
NM,3537,1121,31.7,2416,68.3
NY,66266,16142,24.4,50124,75.6
NC,131225,38222,29.1,93003,70.9
ND,1078,398,36.9,680,63.1
OH,62036,17494,28.2,44542,71.8
OK,16379,6518,39.8,9861,60.2
OR,3546,742,20.9,2804,79.1
PA,52010,18553,35.7,33457,64.3
RI,1523,692,45.4,831,54.6
SC,81620,21421,26.2,60199,73.8
SD,774,286,37.0,488,63.0
TN,54700,15916,29.1,38784,70.9
TX,203664,54367,26.7,149297,73.3
UT,1947,241,12.4,1706,87.6
VT,*,*,*,*,*
VA,137267,28004,20.4,109263,79.6
WA,26395,5892,22.3,20503,77.7
WV,3679,1826,49.6,1853,50.4
WI,9646,3241,33.6,6405,66.4
WY,930,*,*,930,100.0

Table 8.9 Non-Hispanic Asian Civilian Veterans Living in the Community for the United States and States, by Disability Status: 2021
State,Total,"Disability: Count","Disability: % [1]","No Disability: Count","No Disability: % [2]"
US,302863,67663,22.3,235200,77.7
AL,1046,19,1.8,1027,98.2
AK,1303,140,10.7,1163,89.3
AZ,5344,777,14.5,4567,85.5
AR,606,*,*,606,100.0
CA,102038,25933,25.4,76105,74.6
CO,5332,602,11.3,4730,88.7
CT,1187,*,*,1187,100.0
DE,827,70,8.5,757,91.5
DC,461,*,*,461,100.0
FL,13468,4059,30.1,9409,69.9
GA,6217,567,9.1,5650,90.9
HI,25471,8205,32.2,17266,67.8
ID,568,87,15.3,481,84.7
IL,7398,1862,25.2,5536,74.8
IN,1626,234,14.4,1392,85.6
IA,281,154,54.8,127,45.2
KS,425,145,34.1,280,65.9
KY,1083,*,*,1083,100.0
LA,1374,600,43.7,774,56.3
ME,420,*,*,420,100.0
MD,7323,933,12.7,6390,87.3
MA,3232,796,24.6,2436,75.4
MI,2674,279,10.4,2395,89.6
MN,2804,134,4.8,2670,95.2
MS,814,34,4.2,780,95.8
MO,1098,314,28.6,784,71.4
MT,179,*,*,179,100.0
NE,985,*,*,985,100.0
NV,9913,2385,24.1,7528,75.9
NH,352,*,*,352,100.0
NJ,9151,1407,15.4,7744,84.6
NM,948,428,45.1,520,54.9
NY,11994,2633,22.0,9361,78.0
NC,3651,774,21.2,2877,78.8
ND,*,*,*,*,*
OH,3512,306,8.7,3206,91.3
OK,2058,519,25.2,1539,74.8
OR,3481,351,10.1,3130,89.9
PA,5466,1661,30.4,3805,69.6
RI,410,296,72.2,114,27.8
SC,2775,140,5.0,2635,95.0
SD,313,*,*,313,100.0
TN,801,148,18.5,653,81.5
TX,19143,4685,24.5,14458,75.5
UT,1763,244,13.8,1519,86.2
VT,330,*,*,330,100.0
VA,14360,2156,15.0,12204,85.0
WA,14076,3427,24.3,10649,75.7
WV,182,125,68.7,57,31.3
WI,2600,34,1.3,2566,98.7
WY,*,*,*,*,*

Table 8.10 Non-Hispanic Other Civilian Veterans Living in the Community for the United States and States, by Disability Status: 2021
State,Total,"Disability: Count","Disability: % [1]","No Disability: Count","No Disability: % [2]"
US,793390,258422,32.6,534968,67.4
AL,12381,5165,41.7,7216,58.3
AK,7166,3115,43.5,4051,56.5
AZ,27047,8834,32.7,18213,67.3
AR,11912,3760,31.6,8152,68.4
CA,74228,22696,30.6,51532,69.4
CO,23910,6557,27.4,17353,72.6
CT,5675,1647,29.0,4028,71.0
DE,1131,358,31.7,773,68.3
DC,524,*,*,524,100.0
FL,50775,16265,32.0,34510,68.0
GA,26511,10354,39.1,16157,60.9
HI,20066,6626,33.0,13440,67.0
ID,6646,2787,41.9,3859,58.1
IL,18725,5192,27.7,13533,72.3
IN,13552,5220,38.5,8332,61.5
IA,6153,1982,32.2,4171,67.8
KS,8368,2192,26.2,6176,73.8
KY,10254,3813,37.2,6441,62.8
LA,8333,3646,43.8,4687,56.2
ME,4715,1365,29.0,3350,71.0
MD,12272,3470,28.3,8802,71.7
MA,7404,1860,25.1,5544,74.9
MI,19446,8242,42.4,11204,57.6
MN,13054,3091,23.7,9963,76.3
MS,5866,3163,53.9,2703,46.1
MO,18350,6538,35.6,11812,64.4
MT,8175,1993,24.4,6182,75.6
NE,3752,1522,40.6,2230,59.4
NV,14556,4933,33.9,9623,66.1
NH,2523,473,18.7,2050,81.3
NJ,9194,2321,25.2,6873,74.8
NM,13396,4995,37.3,8401,62.7
NY,22493,8215,36.5,14278,63.5
NC,31712,9833,31.0,21879,69.0
ND,2989,745,24.9,2244,75.1
