Table 1.1 Resident Population - States: 2018 to 2021
Geography,2018,2019,2020,2021
VT,*,*,940,0.3
VA,3899,0.8,17081,0.4
WA,4964,1.0,14750,0.4
WV,*,*,2210,0.3
WI,3273,0.9,16410,0.5
WY,*,*,*,*

Table 7.2 Home Environment - Civilians with and without Disabilities Ages 18-64 Years Living in the Community in a Home Environment that Lacks Complete Plumbing for the United States and States: 2021
State,"Disability: Count","Disability: Percent (%)","No Disability: Count","No Disability: Percent (%)"
US,140455,0.7,578394,0.3
AL,2124,0.5,6826,0.3
AK,3019,5.4,9931,2.8
AZ,3904,0.9,21154,0.6
AR,1774,0.7,6245,0.4
CA,11463,0.6,68684,0.3
CO,2388,0.7,10450,0.3
CT,2288,1.2,4038,0.2
DE,*,*,*,*
DC,*,*,1368,0.4
FL,7233,0.6,40336,0.4
GA,2221,0.3,16367,0.3
HI,921,1.3,3358,0.5
ID,*,*,1707,0.2
IL,4018,0.6,13790,0.2
IN,2859,0.6,9180,0.3
IA,*,*,8052,0.5
KS,*,*,5495,0.4
KY,2868,0.7,8684,0.4
LA,2383,0.6,6270,0.3
ME,*,*,2646,0.4
MD,1977,0.6,12796,0.4
MA,1704,0.5,11499,0.3
MI,4409,0.6,13627,0.3
MN,1359,0.4,10472,0.3
MS,1462,0.5,3275,0.2
MO,3859,0.9,11720,0.4
MT,2011,2.8,2545,0.5
NE,*,*,4043,0.4
NV,1711,0.8,5866,0.3
NH,*,*,2321,0.3
NJ,1873,0.4,12498,0.2
NM,3408,2.0,11705,1.1
NY,6316,0.6,38474,0.4
NC,3554,0.5,8408,0.2
ND,*,*,*,*
OH,4076,0.5,18020,0.3
OK,4184,1.2,8007,0.4
OR,3353,1.0,6545,0.3
PA,5721,0.7,24971,0.4
RI,*,*,*,*
SC,1167,0.3,4378,0.2
SD,*,*,1935,0.4
TN,3694,0.7,12100,0.3
TX,19332,1.1,63916,0.4
UT,1166,0.6,4668,0.3
VT,*,*,800,0.2
VA,2409,0.5,11029,0.2
WA,2538,0.5,10109,0.2
WV,992,0.6,2189,0.3
WI,2048,0.6,12464,0.4
WY,*,*,*,*

Table 7.3 Home Environment - Civilians with and without Disabilities Ages 18-64 Years Living in the Community in an Overcrowded Home Environment for the United States and States: 2021
State,"Disability: Count","Disability: Percent (%)","No Disability: Count","No Disability: Percent (%)"
US,899706,4.3,8831472,5.1
AL,6310,1.5,55988,2.2
AK,3185,5.7,27989,7.8
AZ,27846,6.1,198137,5.3
AR,13376,5.0,46303,3.2
CA,208779,10.3,2557168,11.8
CO,8517,2.6,96029,3.0
CT,6573,3.3,56249,2.9
DE,719,1.2,12735,2.5
DC,3176,7.5,20395,5.4
FL,49661,3.9,511500,4.6
GA,19388,2.7,176341,3.1
HI,5046,7.4,77334,10.8
ID,4440,3.4,39895,4.1
IL,25605,3.6,290562,4.3
IN,12933,2.8,102737,2.9
IA,3040,1.6,46483,2.9
KS,8897,4.6,49297,3.3
KY,11069,2.6,68385,3.1
LA,9108,2.4,77119,3.4
ME,5687,5.3,14490,2.1
MD,11036,3.3,141274,4.3
MA,15277,4.1,118164,3.1
MI,18037,2.6,140249,2.7
MN,9778,3.0,84944,2.8
MS,8665,3.1,40925,2.9
MO,9090,2.0,75959,2.4
MT,3355,4.7,20168,3.6
NE,4518,3.6,35774,3.6
NV,9745,4.8,86771,5.1
NH,3400,4.1,15545,2.1
NJ,15658,3.6,293618,5.7
NM,10596,6.3,52289,5.0
NY,75763,6.9,916652,8.6
NC,17714,2.5,141215,2.6
ND,2650,5.8,7882,2.0
OH,22043,2.7,142601,2.4
OK,13042,3.7,67040,3.5
OR,14893,4.6,93913,4.3
PA,26135,3.2,171511,2.6
RI,3544,4.6,22413,3.9
SC,8542,2.3,65806,2.5
SD,4209,8.5,16039,3.6
TN,18448,3.5,99878,2.8
TX,84674,4.7,961180,6.1
UT,6067,3.2,58764,3.3
VT,*,*,7462,2.2
VA,13119,2.6,126884,2.8
WA,22224,4.4,196128,4.7
WV,4158,2.5,19691,2.3
WI,8134,2.3,75437,2.4
WY,*,*,7328,2.5

Table 7.4 Home Environment - Civilians with and without Disabilities Ages 18-64 Years Living in the Community Experiencing Housing Cost Burden for the United States and States: 2021
State,"Disability: Count","Disability: Percent (%)","No Disability: Count","No Disability: Percent (%)"
US,7223930,34.7,41415568,23.7
AL,115420,27.4,454501,18.2
AK,19758,35.6,77154,21.4
AZ,150009,32.8,846400,22.7
AR,78151,29.3,259312,17.7
CA,870460,43.1,7132300,32.8
CO,119444,36.4,834635,25.8
CT,77844,39.5,480654,24.7
DE,21770,35.1,110969,21.7
DC,16737,39.7,104028,27.5
FL,477352,37.5,3211649,28.6
GA,223790,31.7,1298656,22.7
HI,31873,46.6,215021,30.0
ID,34678,26.8,196293,20.4
IL,245306,34.1,1502387,22.0
IN,131482,28.2,556123,15.9
IA,64010,33.1,257834,15.9
KS,62623,32.1,262986,17.7
KY,126889,30.2,394257,18.0
LA,127527,33.8,529144,23.2
ME,33333,31.4,130963,18.9
MD,126486,37.4,772363,23.3
MA,153640,41.1,963717,25.2
MI,226120,32.6,981211,18.8
MN,98552,29.8,511307,16.9
MS,85669,30.5,281596,20.1
MO,143954,32.2,526307,16.9
MT,21391,29.8,112432,20.3
NE,38310,30.7,175184,17.7
NV,75629,37.5,464434,27.6
NH,27560,33.0,132947,17.8
NJ,181188,42.2,1422943,27.8
NM,58183,34.5,218107,21.0
NY,473335,43.2,3202406,29.9
NC,221945,31.4,1089301,20.0
ND,12920,28.4,65042,16.4
OH,252730,30.8,993814,16.5
OK,107135,30.5,369473,19.1
OR,129475,39.6,550741,25.0
PA,270682,32.8,1199364,18.0
RI,28705,37.5,145293,25.2
SC,109475,29.9,531597,20.3
SD,11029,22.3,69744,15.8
TN,162764,31.0,721129,20.1
TX,583244,32.6,3900823,24.6
UT,59039,31.2,355929,20.1
VT,19138,46.6,64446,19.4
VA,167572,32.8,986226,21.7
WA,179798,35.9,1003443,24.2
WV,43663,25.8,138447,16.3
WI,113199,32.3,531160,17.1
WY,12757,34.1,66496,22.6

Table 7.5 Home Environment - Civilians with and without Disabilities Ages 18-64 Years Living in the Community in Poor Housing for the United States and States: 2021
State,"Disability: Count","Disability: Percent (%)","No Disability: Count","No Disability: Percent (%)"
US,3285049,15.8,16194989,9.3
AL,56855,13.5,172480,6.9
AK,10964,19.7,33654,9.3
AZ,63007,13.8,329765,8.8
AR,30321,11.4,90118,6.1
CA,431398,21.4,3221819,14.8
CO,45416,13.8,275210,8.5
CT,32232,16.4,170653,8.8
DE,7939,12.8,42239,8.3
DC,10330,24.5,42122,11.1
FL,218286,17.1,1220939,10.9
GA,93245,13.2,466748,8.2
HI,15148,22.1,88678,12.4
ID,13852,10.7,63814,6.6
IL,110538,15.4,565839,8.3
IN,55295,11.8,201923,5.8
IA,26187,13.5,91452,5.6
KS,29096,14.9,91570,6.2
KY,61677,14.7,151687,6.9
LA,56440,15.0,205214,9.0
ME,14389,13.5,38348,5.5
MD,63438,18.8,296603,8.9
MA,71529,19.1,353234,9.2
MI,101267,14.6,377118,7.2
MN,43426,13.1,171277,5.7
MS,40509,14.4,109506,7.8
MO,61017,13.7,198140,6.3
MT,9040,12.6,35018,6.3
NE,17512,14.0,55806,5.6
NV,35073,17.4,182008,10.8
NH,12848,15.4,35774,4.8
NJ,85731,20.0,552762,10.8
NM,26730,15.8,92352,8.9
NY,248641,22.7,1463781,13.7
NC,89275,12.6,385299,7.1
ND,6015,13.2,23660,6.0
OH,109766,13.4,363613,6.0
OK,48408,13.8,132411,6.9
OR,58650,17.9,197101,8.9
PA,134923,16.3,452731,6.8
RI,13364,17.5,48883,8.5
SC,42395,11.6,201231,7.7
SD,6934,14.0,24563,5.6
TN,70220,13.4,262816,7.3
TX,253921,14.2,1534496,9.7
UT,21319,11.3,103136,5.8
VT,8749,21.3,20375,6.1
VA,72279,14.1,351057,7.7
WA,81226,16.2,344903,8.3
WV,16476,9.7,54114,6.4
WI,46715,13.3,182041,5.9
WY,5015,13.4,21287,7.2

Table 7.6 Home Environment - Civilians with and without Disabilities Ages 18-64 Years Living in the Community in Housing Built in 1990 or Later for the United States and States: 2021
State,"Disability: Count","Disability: Percent (%)","No Disability: Count","No Disability: Percent (%)"
US,6822939,32.8,69434924,39.8
AL,173953,41.3,1277606,51.0
AK,21214,38.2,149189,41.4
AZ,218670,47.9,2088697,56.0
AR,108436,40.6,756823,51.6
CA,520617,25.8,6502086,29.9
CO,125568,38.3,1545816,47.8
CT,29778,15.1,421046,21.7
DE,21267,34.3,240379,47.1
DC,8934,21.2,83579,22.1
FL,529244,41.6,5445710,48.4
GA,346422,49.0,3292165,57.6
HI,25397,37.1,252400,35.2
ID,58353,45.1,535017,55.6
IL,149986,20.9,2025066,29.7
IN,130403,27.9,1395032,40.0
IA,43485,22.5,552976,34.1
KS,53711,27.5,537237,36.3
KY,145573,34.7,989171,45.1
LA,133200,35.3,1001383,43.9
ME,30210,28.4,253700,36.5
MD,96590,28.6,1236158,37.2
MA,67389,18.0,892911,23.3
MI,165437,23.9,1638910,31.4
MN,99537,30.1,1146103,38.0
MS,125530,44.6,698439,49.8
MO,130421,29.2,1245147,39.9
MT,22404,31.2,238596,43.1
NE,35452,28.4,351595,35.5
NV,111013,55.1,1090500,64.7
NH,21606,25.8,237863,31.8
NJ,81701,19.0,1284012,25.1
NM,59268,35.1,477811,46.1
NY,183210,16.7,1974741,18.5
NC,328816,46.6,3164571,58.0
ND,17070,37.5,174755,44.0
OH,168959,20.6,1831561,30.4
OK,111636,31.8,807376,41.8
OR,115941,35.5,916584,41.6
PA,141209,17.1,1713911,25.7
RI,9577,12.5,110809,19.3
SC,173587,47.5,1499468,57.3
SD,19303,39.0,193718,43.8
TN,217480,41.4,1821159,50.7
TX,811704,45.4,8730925,55.2
UT,85052,45.0,982649,55.5
VT,12990,31.6,104512,31.4
VA,193018,37.7,2031797,44.7
WA,186879,37.3,1930810,46.5
WV,51647,30.5,323883,38.2
WI,90592,25.9,1089904,35.1
WY,11979,32.0,118082,40.1

Table 7.7 Home Environment - Civilians with and without Disabilities Ages 18-64 Years Living in the Community in Houses for the United States and States: 2021
State,"Disability: Count","Disability: Percent (%)","No Disability: Count","No Disability: Percent (%)"
US,13801457,66.3,128560450,73.6
AL,287457,68.2,1904336,76.1
AK,33619,60.5,278660,77.4
AZ,305561,66.9,2832862,76.0
AR,184161,68.9,1124812,76.7
CA,1328673,65.8,15319478,70.5
CO,223137,68.0,2420444,74.8
CT,116721,59.3,1414092,72.8
DE,46761,75.5,412037,80.8
DC,13773,32.6,157163,41.6
FL,856772,67.3,7969186,70.9
GA,502870,71.2,4382066,76.7
HI,43962,64.2,521353,72.7
ID,96107,74.3,776190,80.6
IL,475095,66.1,4869393,71.4
IN,342910,73.5,2903489,83.3
IA,144077,74.4,1355363,83.5
KS,139236,71.3,1239896,83.7
KY,270319,64.4,1663318,75.8
LA,254703,67.6,1692845,74.2
ME,56945,53.6,533025,76.8
MD,254480,75.2,2645805,79.7
MA,187231,50.1,2422945,63.3
MI,507103,73.1,4285373,82.1
MN,221908,67.1,2465403,81.7
MS,184752,65.7,1047539,74.7
MO,321170,71.9,2541920,81.5
MT,47579,66.3,433618,78.3
NE,89770,71.9,816977,82.4
NV,126743,62.9,1240464,73.6
NH,51774,61.9,564090,75.3
NJ,262048,61.1,3467065,67.9
NM,103277,61.2,732566,70.6
NY,496265,45.3,5641122,52.7
NC,460194,65.2,4028242,73.8
ND,24215,53.2,285114,71.7
OH,563336,68.7,4851704,80.6
OK,261704,74.6,1555938,80.6
OR,205196,62.8,1631850,74.1
PA,613792,74.3,5563597,83.3
RI,36443,47.7,386692,67.2
SC,235000,64.3,1886302,72.1
SD,33386,67.4,347160,78.5
TN,364819,69.4,2791694,77.8
TX,1214753,67.9,11568156,73.1
UT,130275,68.9,1419208,80.1
VT,22970,55.9,246841,74.2
VA,375578,73.4,3553492,78.2
WA,315321,63.0,3058100,73.6
WV,112110,66.3,658555,77.8
WI,228853,65.4,2386648,76.8
WY,25028,66.9,229626,78.0

Table 7.8 Home Environment - Civilians with and without Disabilities Ages 18-64 Years Living in the Community in Apartments for the United States and States: 2021
State,"Disability: Count","Disability: Percent (%)","No Disability: Count","No Disability: Percent (%)"
US,5187907,24.9,37962024,21.7
AL,58441,13.9,299384,12.0
AK,17272,31.1,65424,18.2
AZ,102951,22.5,658239,17.7
AR,42344,15.9,190195,13.0
CA,595569,29.5,5849990,26.9
CO,87301,26.6,697473,21.6
CT,77698,39.5,524538,27.0
DE,9689,15.6,68607,13.4
DC,28430,67.4,220914,58.4
FL,290364,22.8,2644375,23.5
GA,109578,15.5,923663,16.2
HI,23639,34.5,194013,27.1
ID,21414,16.5,126592,13.2
IL,217671,30.3,1835356,26.9
IN,88510,19.0,460389,13.2
IA,41332,21.3,222255,13.7
KS,44325,22.7,197989,13.4
KY,75397,18.0,315684,14.4
LA,56692,15.0,334583,14.7
ME,34359,32.3,107339,15.5
MD,78693,23.3,640234,19.3
MA,182839,48.9,1389772,36.3
MI,128988,18.6,704520,13.5
MN,90858,27.5,480933,15.9
MS,40670,14.5,163105,11.6
MO,84748,19.0,438483,14.1
MT,15448,21.5,78956,14.3
NE,31225,25.0,153043,15.4
NV,58813,29.2,370971,22.0
NH,24713,29.6,162863,21.7
NJ,161941,37.7,1614644,31.6
NM,29970,17.8,121678,11.7
NY,567525,51.8,4899417,45.8
NC,115322,16.3,818170,15.0
ND,15831,34.8,85951,21.6
OH,203623,24.8,1000622,16.6
OK,49018,14.0,226517,11.7
OR,82937,25.4,433622,19.7
PA,172575,20.9,945429,14.2
RI,39645,51.9,186105,32.3
SC,53111,14.5,343092,13.1
SD,11567,23.4,66528,15.0
TN,81495,15.5,546831,15.2
TX,404674,22.6,3237662,20.5
UT,48707,25.8,311548,17.6
VT,14708,35.8,64457,19.4
VA,100473,19.6,839524,18.5
WA,139931,27.9,906760,21.8
WV,22380,13.2,80528,9.5
WI,105288,30.1,664579,21.4
WY,6715,17.9,31585,10.7

Table 7.9 Home Environment - Civilians with and without Disabilities Ages 18-64 Years Living in the Community in Mobile Homes or Other Building Types for the United States and States: 2021
State,"Disability: Count","Disability: Percent (%)","No Disability: Count","No Disability: Percent (%)"
US,1837103,8.8,8125324,4.7
AL,75668,17.9,299644,12.0
AK,4666,8.4,16154,4.5
AZ,48374,10.6,235672,6.3
AR,40622,15.2,150725,10.3
CA,95418,4.7,564144,2.6
CO,17782,5.4,117402,3.6
CT,2529,1.3,5055,0.3
DE,5519,8.9,29575,5.8
DC,*,*,*,*
FL,125870,9.9,626893,5.6
GA,93949,13.3,408820,7.2
HI,*,*,1421,0.2
ID,11902,9.2,59799,6.2
IL,26042,3.6,114918,1.7
IN,35337,7.6,123607,3.5
IA,8227,4.2,45803,2.8
KS,11807,6.0,43831,3.0
KY,73801,17.6,214745,9.8
LA,65629,17.4,252902,11.1
ME,14999,14.1,53837,7.8
MD,5041,1.5,33431,1.0
MA,3534,0.9,13263,0.3
MI,57351,8.3,231037,4.4
MN,17895,5.4,70630,2.3
MS,55811,19.8,191143,13.6
MO,41048,9.2,140031,4.5
MT,8738,12.2,41007,7.4
NE,3831,3.1,20951,2.1
NV,15884,7.9,74315,4.4
NH,7102,8.5,21884,2.9
NJ,5235,1.2,28165,0.6
NM,35495,21.0,183249,17.7
NY,31951,2.9,159410,1.5
NC,130331,18.5,608619,11.2
ND,5460,12.0,26516,6.7
OH,52918,6.5,164330,2.7
OK,40058,11.4,148814,7.7
OR,38684,11.8,138189,6.3
PA,39973,4.8,170683,2.6
RI,*,*,2626,0.5
SC,77620,21.2,388013,14.8
SD,4571,9.2,28751,6.5
TN,79466,15.1,250555,7.0
TX,168973,9.4,1023911,6.5
UT,10154,5.4,40247,2.3
VT,3420,8.3,21457,6.4
VA,35377,6.9,150615,3.3
WA,45513,9.1,188084,4.5
WV,34643,20.5,107756,12.7
WI,15981,4.6,57871,1.9
WY,5673,15.2,33049,11.2

Table 8.1 Service-Connected Disability Rating - Civilian Veterans Ages 18 Years and Over Living in the Community, by Disability Status: 2021
State,"Total Veterans","Has a Rating","Percent: 0","Percent: 10-60","Percent: 70 Higher","Rating Not Reported"
US,16326115,4540486,184663,2399479,1956344,211080
AL,310768,101697,3901,52583,45213,6569
AK,55137,17912,783,9951,7178,624
AZ,452156,120369,6125,70272,43972,5738
AR,175721,53474,1299,26125,26050,1996
CA,1331703,365215,20152,190222,154841,15763
CO,346257,100641,5608,53614,41419,4480
CT,141683,28609,2214,17339,9056,1562
DE,56083,13690,246,7362,6082,671
DC,18567,5749,59,2952,2738,183
FL,1341967,373794,16537,201619,155638,16535
GA,586182,191127,4924,92210,93993,10936
HI,84094,29626,1427,16189,12010,894
ID,121955,37077,1563,22453,13061,1279
IL,486697,92506,5763,46120,40623,4093
IN,330706,87494,3561,56848,27085,2400
IA,162773,39113,1520,24118,13475,1761
KS,144301,36690,1527,18886,16277,1534
KY,230621,65939,1695,38644,25600,2354
LA,222441,59403,2276,29076,28051,6367
ME,90962,27082,1151,14205,11726,1389
MD,331512,91011,4074,46117,40820,4653
MA,234085,49583,3091,28062,18430,4169
MI,468961,100636,4172,54652,41812,4837
MN,261312,86956,3542,62531,20883,2848
MS,153747,46075,1333,23075,21667,2002
MO,351360,91477,3347,51314,36816,5303
MT,82620,24617,977,14091,9549,1200
NE,103490,39228,790,24992,13446,990
NV,190497,57871,2535,25013,30323,2752
NH,88294,20150,875,13132,6143,1213
NJ,278720,49526,2849,25262,21415,1993
NM,130466,38236,1669,17127,19440,1927
NY,607141,123041,7280,64611,51150,5956
NC,619158,198068,5409,85681,106978,12736
ND,38288,13363,253,6960,6150,200
OH,610230,132288,6623,82379,43286,7433
OK,238051,91574,2020,42446,47108,3038
OR,257041,81040,3157,41484,36399,2291
PA,631356,116510,6472,62978,47060,5542
RI,45089,10413,212,6081,4120,1064
SC,347187,110491,4481,53479,52531,6070
SD,57044,17377,739,12655,3983,522
TN,384070,116682,3045,59584,54053,3555
TX,1401784,489066,12709,234204,242153,18818
UT,113816,31353,1724,16298,13331,2288
VT,26617,4017,133,2593,1291,70
VA,638216,203786,8543,105592,89651,6679
WA,489053,138396,5613,76049,56734,8268
WV,106586,32019,1105,16203,14711,1728
WI,308164,75032,3318,45715,25999,2969
WY,41386,13397,242,8331,4824,838

Table 8.2 Civilian Veterans Ages 18-64 Years Living in the Community for the United States and States, by Disability Status: 2021
State,Total,"Disability: Count","Disability: % [1]","No Disability: Count","No Disability: % [2]"
US,8325505,1631206,19.6,6694299,80.4
AL,166528,36814,22.1,129714,77.9
AK,34364,7211,21.0,27153,79.0
AZ,218197,40761,18.7,177436,81.3
AR,87725,21142,24.1,66583,75.9
CA,653125,120340,18.4,532785,81.6
CO,193415,32863,17.0,160552,83.0
CT,59003,10146,17.2,48857,82.8
DE,23204,5039,21.7,18165,78.3
DC,11328,2617,23.1,8711,76.9
FL,638736,136705,21.4,502031,78.6
GA,344476,75191,21.8,269285,78.2
HI,43755,8426,19.3,35329,80.7
ID,66538,13439,20.2,53099,79.8
IL,230740,38856,16.8,191884,83.2
IN,168074,37807,22.5,130267,77.5
IA,77938,13877,17.8,64061,82.2
KS,72852,16010,22.0,56842,78.0
KY,118466,31245,26.4,87221,73.6
LA,117209,25413,21.7,91796,78.3
ME,42694,8220,19.3,34474,80.7
MD,189121,26937,14.2,162184,85.8
MA,97049,17877,18.4,79172,81.6
MI,214529,41907,19.5,172622,80.5
MN,116544,19754,16.9,96790,83.1
MS,84182,19698,23.4,64484,76.6
MO,169783,33790,19.9,135993,80.1
MT,41537,8059,19.4,33478,80.6
NE,54948,9977,18.2,44971,81.8
NV,97353,21478,22.1,75875,77.9
NH,45656,6012,13.2,39644,86.8
NJ,119488,18186,15.2,101302,84.8
NM,63634,14576,22.9,49058,77.1
NY,275724,44423,16.1,231301,83.9
NC,339492,75778,22.3,263714,77.7
ND,20441,4106,20.1,16335,79.9
OH,302113,54042,17.9,248071,82.1
OK,123009,33427,27.2,89582,72.8
OR,122830,30524,24.9,92306,75.1
PA,270844,46862,17.3,223982,82.7
RI,19574,4057,20.7,15517,79.3
SC,183848,37146,20.2,146702,79.8
SD,28200,5240,18.6,22960,81.4
TN,198417,45130,22.7,153287,77.3
TX,825458,168825,20.5,656633,79.5
UT,58503,10384,17.7,48119,82.3
VT,10436,1067,10.2,9369,89.8
VA,395861,57714,14.6,338147,85.4
WA,271369,53058,19.6,218311,80.4
WV,49160,12549,25.5,36611,74.5
WI,149409,22339,15.0,127070,85.0
WY,18626,4162,22.3,14464,77.7

Table 8.3 Poverty - Civilian Veterans with Disabilities Ages 18-64 Years Living in the Community for the United States and States: 2021
State,Total,"Poverty: Count","Poverty: % [1]"
US,1631206,242953,14.9
AL,36814,5944,16.1
AK,7211,365,5.1
AZ,40761,6733,16.5
AR,21142,3297,15.6
CA,120340,20297,16.9
CO,32863,4234,12.9
CT,10146,1236,12.2
DE,5039,383,7.6
DC,2617,1090,41.7
FL,136705,18021,13.2
GA,75191,8629,11.5
HI,8426,1048,12.4
ID,13439,848,6.3
IL,38856,7899,20.3
IN,37807,4101,10.8
IA,13877,1849,13.3
KS,16010,2366,14.8
KY,31245,5852,18.7
LA,25413,5452,21.5
ME,8220,1703,20.7
MD,26937,2735,10.2
MA,17877,3109,17.4
MI,41907,6600,15.7
MN,19754,2448,12.4
MS,19698,2707,13.7
MO,33790,5994,17.7
MT,8059,1767,21.9
NE,9977,933,9.4
NV,21478,3949,18.4
NH,6012,1002,16.7
NJ,18186,1642,9.0
NM,14576,2051,14.1
NY,44423,8076,18.2
NC,75778,9743,12.9
ND,4106,258,6.3
OH,54042,8536,15.8
OK,33427,5265,15.8
OR,30524,7933,26.0
PA,46862,6398,13.7
RI,4057,306,7.5
SC,37146,6673,18.0
SD,5240,473,9.0
TN,45130,7668,17.0
TX,168825,20678,12.2
UT,10384,1704,16.4
VT,1067,80,7.5
VA,57714,5634,9.8
WA,53058,8530,16.1
WV,12549,2680,21.4
WI,22339,5110,22.9
WY,4162,924,22.2

Table 8.4 Poverty - Civilian Veterans without Disabilities Ages 18-64 Years Living in the Community for the United States and States: 2021
State,Total,"Poverty: Count","Poverty: % [1]"
US,6694299,434421,6.5
AL,129714,9905,7.6
AK,27153,1543,5.7
AZ,177436,13534,7.6
AR,66583,5896,8.9
CA,532785,37751,7.1
CO,160552,13924,8.7
CT,48857,2564,5.2
DE,18165,1192,6.6
DC,8711,1031,11.8
FL,502031,34451,6.9
GA,269285,14592,5.4
HI,35329,2967,8.4
ID,53099,2390,4.5
IL,191884,14608,7.6
IN,130267,8006,6.1
IA,64061,1878,2.9
KS,56842,2999,5.3
KY,87221,6517,7.5
LA,91796,10624,11.6
ME,34474,2179,6.3
MD,162184,4518,2.8
MA,79172,3931,5.0
MI,172622,11558,6.7
MN,96790,6001,6.2
MS,64484,5712,8.9
MO,135993,7884,5.8
MT,33478,2614,7.8
NE,44971,2521,5.6
NV,75875,8085,10.7
NH,39644,732,1.8
NJ,101302,5019,5.0
NM,49058,4203,8.6
NY,231301,16757,7.2
NC,263714,19355,7.3
ND,16335,869,5.3
OH,248071,16172,6.5
OK,89582,5532,6.2
OR,92306,7409,8.0
PA,223982,12566,5.6
RI,15517,920,5.9
SC,146702,13299,9.1
SD,22960,1304,5.7
TN,153287,8470,5.5
TX,656633,41448,6.3
UT,48119,2638,5.5
VT,9369,93,1.0
VA,338147,13791,4.1
WA,218311,12015,5.5
WV,36611,4526,12.4
WI,127070,5089,4.0
WY,14464,839,5.8

Table 8.5 Poverty Gap - Civilian Veterans Ages 18-64 Years Living in the Community for the United States and States, by Disability Status: 2021
State,"Poverty Rate (%): Disability [1]","Poverty Rate (%): No Disability [2]","Gap (% pts) [3]"
US,14.9,6.5,8.5
AL,16.1,7.6,8.4
AK,5.1,5.7,-0.7
AZ,16.5,7.6,9.4
AR,15.6,8.9,7.1
CA,16.9,7.1,9.9
CO,12.9,8.7,4.3
CT,12.2,5.2,6.8
DE,7.6,6.6,1.4
DC,41.7,11.8,30.2
FL,13.2,6.9,6.1
GA,11.5,5.4,5.6
HI,12.4,8.4,3.6
ID,6.3,4.5,1.5
IL,20.3,7.6,12.4
IN,10.8,6.1,4.9
IA,13.3,2.9,10.1
KS,14.8,5.3,9.7
KY,18.7,7.5,11.5
LA,21.5,11.6,9.4
ME,20.7,6.3,14.7
MD,10.2,2.8,7.2
MA,17.4,5.0,12.0
MI,15.7,6.7,9.3
MN,12.4,6.2,5.8
MS,13.7,8.9,5.1
MO,17.7,5.8,12.2
MT,21.9,7.8,14.2
NE,9.4,5.6,3.4
NV,18.4,10.7,7.3
NH,16.7,1.8,15.2
NJ,9.0,5.0,4.0
NM,14.1,8.6,5.4
NY,18.2,7.2,10.8
NC,12.9,7.3,5.7
ND,6.3,5.3,0.7
OH,15.8,6.5,9.5
OK,15.8,6.2,9.8
OR,26.0,8.0,18.0
PA,13.7,5.6,8.4
RI,7.5,5.9,2.1
SC,18.0,9.1,8.9
SD,9.0,5.7,3.3
TN,17.0,5.5,11.5
TX,12.2,6.3,5.7
UT,16.4,5.5,10.5
VT,7.5,1.0,6.0
VA,9.8,4.1,5.9
WA,16.1,5.5,10.5
WV,21.4,12.4,8.6
WI,22.9,4.0,19.0
WY,22.2,5.8,16.2

Table 8.6 Veterans Benefits Administration - Compensation and Pension Benefits Paid to Disabled Veterans and their Survivors: Federal Fiscal Year 2020
State,"Total ($) [1]"
US,104566124
AL,2606521
AK,362754
AZ,2480238
AR,1329474
CA,8969514
CO,2065141
CT,555102
DE,307640
DC,117273
FL,8317991
GA,4723083
HI,569852
ID,642079
IL,2306071
IN,1598855
IA,766007
KS,850897
KY,1481247
LA,1585975
ME,646480
MD,1861035
MA,1361395
MI,2502220
MN,1396630
MS,1108023
MO,2073831
MT,448622
NE,698164
NV,1326694
NH,417784
NJ,1317720
NM,974432
NY,2885477
NC,5199580
ND,227649
OH,2935769
OK,2389698
OR,1605066
PA,2994186
RI,262599
SC,2760668
SD,314178
TN,2829472
TX,11053649
UT,654076
VT,165334
VA,4179582
WA,2814306
WV,867316
WI,1447600
WY,220857

Table 9.1 Health Insurance Coverage - Civilians Ages 18-64 Years Living in the Community for the United States and States, by Disability Status: 2021
State,"Coverage (%): Disability","Coverage (%): No Disability","Gap (% pts) [1]"
US,89.9,87.7,2.2
AL,86.3,84.8,1.5
AK,86.5,85.5,1.0
AZ,89.1,85.0,4.1
AR,90.4,86.2,4.2
CA,92.1,90.0,2.1
CO,92.2,88.9,3.3
CT,94.0,92.5,1.5
DE,93.0,91.5,1.5
DC,93.7,96.0,-2.3
FL,86.2,81.8,4.4
GA,83.4,81.8,1.6
HI,93.9,94.8,-0.9
ID,90.3,87.9,2.4
IL,92.4,89.7,2.7
IN,91.8,89.8,2.0
IA,93.8,92.9,0.9
KS,85.1,86.8,-1.7
KY,94.4,91.8,2.6
LA,92.7,88.4,4.3
ME,92.3,92.0,0.3
MD,94.9,91.5,3.4
MA,96.6,96.6,0.0
MI,94.4,92.5,1.9
MN,94.2,94.2,0.0
MS,85.6,81.8,3.8
MO,84.9,87.1,-2.2
MT,92.0,89.1,2.9
NE,90.5,90.5,0.0
NV,88.6,84.4,4.2
NH,94.5,93.3,1.2
NJ,92.1,89.7,2.4
NM,91.7,84.9,6.8
NY,94.8,92.5,2.3
NC,87.4,84.8,2.6
ND,89.0,90.3,-1.3
OH,92.3,91.1,1.2
OK,81.2,79.7,1.5
OR,91.9,91.2,0.7
PA,94.2,92.5,1.7
RI,95.3,93.8,1.5
SC,86.3,85.1,1.2
SD,86.2,87.5,-1.3
TN,85.0,85.3,-0.3
